"","GEO.display.label","NAICS.id","NAICS.display.label","EMP"
"71048","Pennsylvania","331210","Iron and steel pipe and tube manufacturing from purchased steel","1393"
"71051","Pennsylvania","331222","Steel wire drawing","1816"
"71068","Pennsylvania","331511","Iron foundries","3303"
"71072","Pennsylvania","331523","Nonferrous metal die-casting foundries","1107"
"71073","Pennsylvania","331524","Aluminum foundries (except die-casting)","979"
"71074","Pennsylvania","331529","Other nonferrous metal foundries (except die-casting)","1576"
"71078","Pennsylvania","332111","Iron and steel forging","2378"
"71080","Pennsylvania","332114","Custom roll forming","1219"
"71081","Pennsylvania","332117","Powder metallurgy part manufacturing","3842"
"71098","Pennsylvania","332410","Power boiler and heat exchanger manufacturing","821"
"71100","Pennsylvania","332420","Metal tank (heavy gauge) manufacturing","1976"
"71106","Pennsylvania","332510","Hardware manufacturing","1156"
"71116","Pennsylvania","332722","Bolt, nut, screw, rivet, and washer manufacturing","2305"
"71119","Pennsylvania","332811","Metal heat treating","923"
"71120","Pennsylvania","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","2638"
"71121","Pennsylvania","332813","Electroplating, plating, polishing, anodizing, and coloring","1739"
"71132","Pennsylvania","332994","Small arms, ordnance, and ordnance accessories manufacturing","255"
"71143","Pennsylvania","333131","Mining machinery and equipment manufacturing","3544"
"71148","Pennsylvania","333242","Semiconductor machinery manufacturing","199"
"71164","Pennsylvania","333511","Industrial mold manufacturing","2152"
"71165","Pennsylvania","333514","Special die and tool, die set, jig, and fixture manufacturing","2575"
"71166","Pennsylvania","333515","Cutting tool and machine tool accessory manufacturing","2031"
"71167","Pennsylvania","333517","Machine tool manufacturing","1159"
"71168","Pennsylvania","333519","Rolling mill and other metalworking machinery manufacturing","776"
"71171","Pennsylvania","333611","Turbine and turbine generator set units manufacturing","1747"
"71172","Pennsylvania","333612","Speed changer, industrial high-speed drive, and gear manufacturing","181"
"71173","Pennsylvania","333613","Mechanical power transmission equipment manufacturing","602"
"71177","Pennsylvania","333911","Pump and pumping equipment manufacturing","1842"
"71178","Pennsylvania","333912","Air and gas compressor manufacturing","1358"
"71197","Pennsylvania","334111","Electronic computer manufacturing","488"
"71204","Pennsylvania","334220","Radio and television broadcasting and wireless communications equipment manufacturing","1550"
"71209","Pennsylvania","334310","Audio and video equipment manufacturing","409"
"71212","Pennsylvania","334412","Bare printed circuit board manufacturing","668"
"71214","Pennsylvania","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","1232"
"71215","Pennsylvania","334417","Electronic connector manufacturing","1543"
"71216","Pennsylvania","334418","Printed circuit assembly (electronic assembly) manufacturing","2798"
"71220","Pennsylvania","334510","Electromedical and electrotherapeutic apparatus manufacturing","4044"
"71223","Pennsylvania","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","2738"
"71224","Pennsylvania","334514","Totalizing fluid meter and counting device manufacturing","1784"
"71225","Pennsylvania","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","1124"
"71226","Pennsylvania","334516","Analytical laboratory instrument manufacturing","2117"
"71228","Pennsylvania","334519","Other measuring and controlling device manufacturing","1476"
"71239","Pennsylvania","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","724"
"71250","Pennsylvania","335313","Switchgear and switchboard apparatus manufacturing","1615"
"71251","Pennsylvania","335314","Relay and industrial control manufacturing","2088"
"71272","Pennsylvania","336211","Motor vehicle body manufacturing","3823"
"71273","Pennsylvania","336212","Truck trailer manufacturing","1154"
"71284","Pennsylvania","336340","Motor vehicle brake system manufacturing","720"
"71286","Pennsylvania","336350","Motor vehicle transmission and power train parts manufacturing","758"
"71290","Pennsylvania","336370","Motor vehicle metal stamping","607"
"71296","Pennsylvania","336412","Aircraft engine and engine parts manufacturing","939"
"71297","Pennsylvania","336413","Other aircraft parts and auxiliary equipment manufacturing","715"
"71303","Pennsylvania","336510","Railroad rolling stock manufacturing","9274"
"71306","Pennsylvania","336611","Ship building and repairing","1385"
"71337","Pennsylvania","339112","Surgical and medical instrument manufacturing","4844"
"71338","Pennsylvania","339113","Surgical appliance and supplies manufacturing","4861"
"71715","Pennsylvania","484110","General freight trucking, local","11708"
"71717","Pennsylvania","484121","General freight trucking, long-distance, truckload","16675"
"71730","Pennsylvania","485113","Bus and other motor vehicle transit systems","1513"
"71734","Pennsylvania","485210","Interurban and rural bus transportation","688"
"71759","Pennsylvania","486910","Pipeline transportation of refined petroleum products","491"
"71786","Pennsylvania","488320","Marine cargo handling","937"
"71879","Pennsylvania","517410","Satellite telecommunications","79"
"71887","Pennsylvania","518210","Data processing, hosting, and related services","16103"
"71895","Pennsylvania","519130","Internet publishing and broadcasting and web search portals","2247"
"72059","Pennsylvania","541360","Geophysical surveying and mapping services","170"
"72061","Pennsylvania","541370","Surveying and mapping (except geophysical) services","1514"
"72063","Pennsylvania","541380","Testing laboratories","5732"
"72261","Pennsylvania","621111","Offices of physicians (except mental health specialists)","110636"
"72265","Pennsylvania","621210","Offices of dentists","35264"
"72270","Pennsylvania","621320","Offices of optometrists","4690"
"72276","Pennsylvania","621391","Offices of podiatrists","2702"
"72304","Pennsylvania","622110","General medical and surgical hospitals","263182"
"72844","Rhode Island","325211","Plastics material and resin manufacturing","440"
"72852","Rhode Island","325412","Pharmaceutical preparation manufacturing","166"
"72932","Rhode Island","331529","Other nonferrous metal foundries (except die-casting)","68"
"72967","Rhode Island","332722","Bolt, nut, screw, rivet, and washer manufacturing","185"
"72970","Rhode Island","332811","Metal heat treating","40"
"72971","Rhode Island","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","356"
"72972","Rhode Island","332813","Electroplating, plating, polishing, anodizing, and coloring","1111"
"73001","Rhode Island","333511","Industrial mold manufacturing","196"
"73002","Rhode Island","333514","Special die and tool, die set, jig, and fixture manufacturing","148"
"73003","Rhode Island","333515","Cutting tool and machine tool accessory manufacturing","87"
"73044","Rhode Island","334510","Electromedical and electrotherapeutic apparatus manufacturing","189"
"73050","Rhode Island","334516","Analytical laboratory instrument manufacturing","76"
"73056","Rhode Island","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","163"
"73075","Rhode Island","336211","Motor vehicle body manufacturing","64"
"73089","Rhode Island","336611","Ship building and repairing","402"
"73114","Rhode Island","339112","Surgical and medical instrument manufacturing","595"
"73484","Rhode Island","484110","General freight trucking, local","591"
"73486","Rhode Island","484121","General freight trucking, long-distance, truckload","414"
"73632","Rhode Island","518210","Data processing, hosting, and related services","446"
"73640","Rhode Island","519130","Internet publishing and broadcasting and web search portals","28"
"73786","Rhode Island","541370","Surveying and mapping (except geophysical) services","78"
"73788","Rhode Island","541380","Testing laboratories","281"
"73985","Rhode Island","621111","Offices of physicians (except mental health specialists)","8662"
"73989","Rhode Island","621210","Offices of dentists","2955"
"73994","Rhode Island","621320","Offices of optometrists","524"
"74000","Rhode Island","621391","Offices of podiatrists","189"
"74027","Rhode Island","622110","General medical and surgical hospitals","19688"
"74600","South Carolina","325110","Petrochemical manufacturing","529"
"74612","South Carolina","325211","Plastics material and resin manufacturing","3182"
"74615","South Carolina","325220","Artificial and synthetic fibers and filaments manufacturing","3670"
"74626","South Carolina","325412","Pharmaceutical preparation manufacturing","2717"
"74715","South Carolina","331110","Iron and steel mills and ferroalloy manufacturing","2203"
"74720","South Carolina","331221","Rolled steel shape manufacturing","549"
"74738","South Carolina","331523","Nonferrous metal die-casting foundries","411"
"74740","South Carolina","331529","Other nonferrous metal foundries (except die-casting)","292"
"74746","South Carolina","332114","Custom roll forming","326"
"74766","South Carolina","332420","Metal tank (heavy gauge) manufacturing","326"
"74772","South Carolina","332510","Hardware manufacturing","326"
"74785","South Carolina","332811","Metal heat treating","187"
"74786","South Carolina","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","630"
"74787","South Carolina","332813","Electroplating, plating, polishing, anodizing, and coloring","507"
"74824","South Carolina","333511","Industrial mold manufacturing","206"
"74825","South Carolina","333514","Special die and tool, die set, jig, and fixture manufacturing","189"
"74826","South Carolina","333515","Cutting tool and machine tool accessory manufacturing","1426"
"74827","South Carolina","333517","Machine tool manufacturing","162"
"74828","South Carolina","333519","Rolling mill and other metalworking machinery manufacturing","630"
"74860","South Carolina","334220","Radio and television broadcasting and wireless communications equipment manufacturing","503"
"74872","South Carolina","334418","Printed circuit assembly (electronic assembly) manufacturing","148"
"74876","South Carolina","334510","Electromedical and electrotherapeutic apparatus manufacturing","714"
"74879","South Carolina","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","201"
"74905","South Carolina","335311","Power, distribution, and specialty transformer manufacturing","275"
"74906","South Carolina","335312","Motor and generator manufacturing","95"
"74908","South Carolina","335314","Relay and industrial control manufacturing","601"
"74938","South Carolina","336320","Motor vehicle electrical and electronic equipment manufacturing","1361"
"74944","South Carolina","336350","Motor vehicle transmission and power train parts manufacturing","1467"
"74946","South Carolina","336360","Motor vehicle seating and interior trim manufacturing","787"
"74948","South Carolina","336370","Motor vehicle metal stamping","1641"
"74950","South Carolina","336390","Other motor vehicle parts manufacturing","6720"
"74954","South Carolina","336412","Aircraft engine and engine parts manufacturing","616"
"74958","South Carolina","336510","Railroad rolling stock manufacturing","1132"
"74961","South Carolina","336611","Ship building and repairing","647"
"75363","South Carolina","483113","Coastal and great lakes freight transportation","40"
"75371","South Carolina","484110","General freight trucking, local","3101"
"75373","South Carolina","484121","General freight trucking, long-distance, truckload","5210"
"75385","South Carolina","485113","Bus and other motor vehicle transit systems","465"
"75389","South Carolina","485210","Interurban and rural bus transportation","184"
"75411","South Carolina","486210","Pipeline transportation of natural gas","176"
"75437","South Carolina","488310","Port and harbor operations","676"
"75439","South Carolina","488320","Marine cargo handling","715"
"75530","South Carolina","518210","Data processing, hosting, and related services","2883"
"75538","South Carolina","519130","Internet publishing and broadcasting and web search portals","164"
"75697","South Carolina","541370","Surveying and mapping (except geophysical) services","708"
"75897","South Carolina","621111","Offices of physicians (except mental health specialists)","26871"
"75906","South Carolina","621320","Offices of optometrists","1415"
"75912","South Carolina","621391","Offices of podiatrists","398"
"75940","South Carolina","622110","General medical and surgical hospitals","69224"
"76583","South Dakota","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","80"
"76619","South Dakota","333514","Special die and tool, die set, jig, and fixture manufacturing","50"
"76660","South Dakota","334418","Printed circuit assembly (electronic assembly) manufacturing","758"
"76699","South Dakota","336212","Truck trailer manufacturing","1254"
"76704","South Dakota","336310","Motor vehicle gasoline engine and engine parts manufacturing","12"
"76714","South Dakota","336390","Other motor vehicle parts manufacturing","1195"
"77099","South Dakota","484110","General freight trucking, local","812"
"77101","South Dakota","484121","General freight trucking, long-distance, truckload","2087"
"77142","South Dakota","486910","Pipeline transportation of refined petroleum products","34"
"77406","South Dakota","541380","Testing laboratories","328"
"77594","South Dakota","621111","Offices of physicians (except mental health specialists)","4593"
"77598","South Dakota","621210","Offices of dentists","2388"
"77603","South Dakota","621320","Offices of optometrists","597"
"77636","South Dakota","622110","General medical and surgical hospitals","26866"
"78239","Tennessee","325211","Plastics material and resin manufacturing","695"
"78253","Tennessee","325412","Pharmaceutical preparation manufacturing","2316"
"78299","Tennessee","326211","Tire manufacturing (except retreading)","2867"
"78343","Tennessee","331110","Iron and steel mills and ferroalloy manufacturing","1619"
"78346","Tennessee","331210","Iron and steel pipe and tube manufacturing from purchased steel","1288"
"78349","Tennessee","331222","Steel wire drawing","328"
"78369","Tennessee","331523","Nonferrous metal die-casting foundries","963"
"78370","Tennessee","331524","Aluminum foundries (except die-casting)","713"
"78371","Tennessee","331529","Other nonferrous metal foundries (except die-casting)","270"
"78375","Tennessee","332111","Iron and steel forging","999"
"78377","Tennessee","332114","Custom roll forming","351"
"78378","Tennessee","332117","Powder metallurgy part manufacturing","317"
"78395","Tennessee","332410","Power boiler and heat exchanger manufacturing","705"
"78397","Tennessee","332420","Metal tank (heavy gauge) manufacturing","793"
"78403","Tennessee","332510","Hardware manufacturing","923"
"78416","Tennessee","332811","Metal heat treating","270"
"78417","Tennessee","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","970"
"78418","Tennessee","332813","Electroplating, plating, polishing, anodizing, and coloring","664"
"78426","Tennessee","332991","Ball and roller bearing manufacturing","1144"
"78429","Tennessee","332994","Small arms, ordnance, and ordnance accessories manufacturing","225"
"78440","Tennessee","333131","Mining machinery and equipment manufacturing","91"
"78462","Tennessee","333514","Special die and tool, die set, jig, and fixture manufacturing","936"
"78463","Tennessee","333515","Cutting tool and machine tool accessory manufacturing","878"
"78464","Tennessee","333517","Machine tool manufacturing","116"
"78473","Tennessee","333911","Pump and pumping equipment manufacturing","35"
"78474","Tennessee","333912","Air and gas compressor manufacturing","166"
"78494","Tennessee","334118","Computer terminal and other computer peripheral equipment manufacturing","562"
"78499","Tennessee","334220","Radio and television broadcasting and wireless communications equipment manufacturing","165"
"78511","Tennessee","334418","Printed circuit assembly (electronic assembly) manufacturing","1280"
"78516","Tennessee","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","75"
"78518","Tennessee","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","439"
"78520","Tennessee","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","81"
"78521","Tennessee","334516","Analytical laboratory instrument manufacturing","91"
"78523","Tennessee","334519","Other measuring and controlling device manufacturing","643"
"78527","Tennessee","334614","Software and other prerecorded compact disc, tape, and record reproducing","171"
"78543","Tennessee","335311","Power, distribution, and specialty transformer manufacturing","198"
"78544","Tennessee","335312","Motor and generator manufacturing","986"
"78546","Tennessee","335314","Relay and industrial control manufacturing","287"
"78576","Tennessee","336330","Motor vehicle steering and suspension components (except spring) manufacturing","3981"
"78580","Tennessee","336350","Motor vehicle transmission and power train parts manufacturing","2235"
"78582","Tennessee","336360","Motor vehicle seating and interior trim manufacturing","3632"
"78584","Tennessee","336370","Motor vehicle metal stamping","3614"
"78586","Tennessee","336390","Other motor vehicle parts manufacturing","7518"
"78591","Tennessee","336413","Other aircraft parts and auxiliary equipment manufacturing","1779"
"78627","Tennessee","339112","Surgical and medical instrument manufacturing","801"
"78628","Tennessee","339113","Surgical appliance and supplies manufacturing","4197"
"79000","Tennessee","483211","Inland water freight transportation","1971"
"79001","Tennessee","483212","Inland water passenger transportation","52"
"79005","Tennessee","484110","General freight trucking, local","4778"
"79007","Tennessee","484121","General freight trucking, long-distance, truckload","29828"
"79049","Tennessee","486910","Pipeline transportation of refined petroleum products","39"
"79072","Tennessee","488310","Port and harbor operations","91"
"79074","Tennessee","488320","Marine cargo handling","58"
"79174","Tennessee","518210","Data processing, hosting, and related services","5529"
"79182","Tennessee","519130","Internet publishing and broadcasting and web search portals","574"
"79345","Tennessee","541370","Surveying and mapping (except geophysical) services","693"
"79347","Tennessee","541380","Testing laboratories","1593"
"79544","Tennessee","621111","Offices of physicians (except mental health specialists)","55123"
"79548","Tennessee","621210","Offices of dentists","14842"
"79553","Tennessee","621320","Offices of optometrists","2222"
"79559","Tennessee","621391","Offices of podiatrists","586"
"79587","Tennessee","622110","General medical and surgical hospitals","126903"
"79875","Texas","212291","Uranium-radium-vanadium ore mining","157"
"79908","Texas","221115","Wind electric power generation","488"
"80207","Texas","325110","Petrochemical manufacturing","5484"
"80220","Texas","325211","Plastics material and resin manufacturing","13534"
"80221","Texas","325212","Synthetic rubber manufacturing","1971"
"80223","Texas","325220","Artificial and synthetic fibers and filaments manufacturing","75"
"80233","Texas","325411","Medicinal and botanical manufacturing","1907"
"80234","Texas","325412","Pharmaceutical preparation manufacturing","3428"
"80325","Texas","331110","Iron and steel mills and ferroalloy manufacturing","3486"
"80328","Texas","331210","Iron and steel pipe and tube manufacturing from purchased steel","3709"
"80331","Texas","331222","Steel wire drawing","456"
"80348","Texas","331511","Iron foundries","1957"
"80350","Texas","331513","Steel foundries (except investment)","1781"
"80352","Texas","331523","Nonferrous metal die-casting foundries","513"
"80353","Texas","331524","Aluminum foundries (except die-casting)","591"
"80354","Texas","331529","Other nonferrous metal foundries (except die-casting)","236"
"80358","Texas","332111","Iron and steel forging","3145"
"80359","Texas","332114","Custom roll forming","3184"
"80360","Texas","332117","Powder metallurgy part manufacturing","109"
"80377","Texas","332410","Power boiler and heat exchanger manufacturing","2616"
"80379","Texas","332420","Metal tank (heavy gauge) manufacturing","6422"
"80385","Texas","332510","Hardware manufacturing","925"
"80395","Texas","332722","Bolt, nut, screw, rivet, and washer manufacturing","1708"
"80398","Texas","332811","Metal heat treating","2648"
"80399","Texas","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","4634"
"80400","Texas","332813","Electroplating, plating, polishing, anodizing, and coloring","3263"
"80408","Texas","332991","Ball and roller bearing manufacturing","123"
"80411","Texas","332994","Small arms, ordnance, and ordnance accessories manufacturing","597"
"80422","Texas","333131","Mining machinery and equipment manufacturing","501"
"80427","Texas","333242","Semiconductor machinery manufacturing","1400"
"80443","Texas","333511","Industrial mold manufacturing","410"
"80444","Texas","333514","Special die and tool, die set, jig, and fixture manufacturing","744"
"80445","Texas","333515","Cutting tool and machine tool accessory manufacturing","1236"
"80446","Texas","333517","Machine tool manufacturing","319"
"80450","Texas","333611","Turbine and turbine generator set units manufacturing","3053"
"80456","Texas","333911","Pump and pumping equipment manufacturing","5494"
"80457","Texas","333912","Air and gas compressor manufacturing","3573"
"80478","Texas","334118","Computer terminal and other computer peripheral equipment manufacturing","1494"
"80488","Texas","334310","Audio and video equipment manufacturing","181"
"80492","Texas","334413","Semiconductor and related device manufacturing","11876"
"80493","Texas","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","670"
"80494","Texas","334417","Electronic connector manufacturing","846"
"80495","Texas","334418","Printed circuit assembly (electronic assembly) manufacturing","5782"
"80499","Texas","334510","Electromedical and electrotherapeutic apparatus manufacturing","2885"
"80502","Texas","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","2613"
"80503","Texas","334514","Totalizing fluid meter and counting device manufacturing","683"
"80504","Texas","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","1706"
"80505","Texas","334516","Analytical laboratory instrument manufacturing","2131"
"80506","Texas","334517","Irradiation apparatus manufacturing","127"
"80507","Texas","334519","Other measuring and controlling device manufacturing","4795"
"80511","Texas","334614","Software and other prerecorded compact disc, tape, and record reproducing","458"
"80529","Texas","335311","Power, distribution, and specialty transformer manufacturing","661"
"80530","Texas","335312","Motor and generator manufacturing","2600"
"80532","Texas","335314","Relay and industrial control manufacturing","1480"
"80536","Texas","335912","Primary battery manufacturing","54"
"80555","Texas","336211","Motor vehicle body manufacturing","2691"
"80556","Texas","336212","Truck trailer manufacturing","2610"
"80561","Texas","336310","Motor vehicle gasoline engine and engine parts manufacturing","893"
"80563","Texas","336320","Motor vehicle electrical and electronic equipment manufacturing","1344"
"80565","Texas","336330","Motor vehicle steering and suspension components (except spring) manufacturing","466"
"80569","Texas","336350","Motor vehicle transmission and power train parts manufacturing","461"
"80571","Texas","336360","Motor vehicle seating and interior trim manufacturing","3525"
"80573","Texas","336370","Motor vehicle metal stamping","1179"
"80575","Texas","336390","Other motor vehicle parts manufacturing","4928"
"80578","Texas","336411","Aircraft manufacturing","19712"
"80579","Texas","336412","Aircraft engine and engine parts manufacturing","3489"
"80580","Texas","336413","Other aircraft parts and auxiliary equipment manufacturing","6025"
"80585","Texas","336510","Railroad rolling stock manufacturing","2762"
"80588","Texas","336611","Ship building and repairing","5074"
"80619","Texas","339112","Surgical and medical instrument manufacturing","4580"
"80620","Texas","339113","Surgical appliance and supplies manufacturing","4100"
"80988","Texas","483111","Deep sea freight transportation","742"
"80989","Texas","483113","Coastal and great lakes freight transportation","1814"
"80994","Texas","483212","Inland water passenger transportation","143"
"80998","Texas","484110","General freight trucking, local","20278"
"81000","Texas","484121","General freight trucking, long-distance, truckload","34729"
"81018","Texas","485210","Interurban and rural bus transportation","1649"
"81040","Texas","486210","Pipeline transportation of natural gas","11136"
"81043","Texas","486910","Pipeline transportation of refined petroleum products","986"
"81068","Texas","488310","Port and harbor operations","1381"
"81070","Texas","488320","Marine cargo handling","4373"
"81171","Texas","518210","Data processing, hosting, and related services","45795"
"81179","Texas","519130","Internet publishing and broadcasting and web search portals","4846"
"81340","Texas","541360","Geophysical surveying and mapping services","7756"
"81342","Texas","541370","Surveying and mapping (except geophysical) services","7142"
"81344","Texas","541380","Testing laboratories","14426"
"81542","Texas","621111","Offices of physicians (except mental health specialists)","162419"
"81546","Texas","621210","Offices of dentists","63133"
"81557","Texas","621391","Offices of podiatrists","2064"
"81585","Texas","622110","General medical and surgical hospitals","327081"
"82165","Utah","325211","Plastics material and resin manufacturing","146"
"82177","Utah","325411","Medicinal and botanical manufacturing","505"
"82178","Utah","325412","Pharmaceutical preparation manufacturing","2766"
"82197","Utah","325920","Explosives manufacturing","57"
"82267","Utah","331210","Iron and steel pipe and tube manufacturing from purchased steel","49"
"82290","Utah","331529","Other nonferrous metal foundries (except die-casting)","181"
"82294","Utah","332111","Iron and steel forging","46"
"82295","Utah","332114","Custom roll forming","236"
"82313","Utah","332420","Metal tank (heavy gauge) manufacturing","374"
"82333","Utah","332813","Electroplating, plating, polishing, anodizing, and coloring","279"
"82341","Utah","332994","Small arms, ordnance, and ordnance accessories manufacturing","230"
"82351","Utah","333131","Mining machinery and equipment manufacturing","703"
"82372","Utah","333511","Industrial mold manufacturing","189"
"82404","Utah","334118","Computer terminal and other computer peripheral equipment manufacturing","214"
"82409","Utah","334220","Radio and television broadcasting and wireless communications equipment manufacturing","609"
"82414","Utah","334310","Audio and video equipment manufacturing","86"
"82417","Utah","334412","Bare printed circuit board manufacturing","590"
"82420","Utah","334418","Printed circuit assembly (electronic assembly) manufacturing","663"
"82424","Utah","334510","Electromedical and electrotherapeutic apparatus manufacturing","2413"
"82429","Utah","334516","Analytical laboratory instrument manufacturing","131"
"82435","Utah","334614","Software and other prerecorded compact disc, tape, and record reproducing","191"
"82450","Utah","335313","Switchgear and switchboard apparatus manufacturing","93"
"82477","Utah","336360","Motor vehicle seating and interior trim manufacturing","53"
"82523","Utah","339112","Surgical and medical instrument manufacturing","3915"
"82524","Utah","339113","Surgical appliance and supplies manufacturing","712"
"82898","Utah","484110","General freight trucking, local","2292"
"82900","Utah","484121","General freight trucking, long-distance, truckload","6264"
"83062","Utah","518210","Data processing, hosting, and related services","7536"
"83233","Utah","541370","Surveying and mapping (except geophysical) services","400"
"83235","Utah","541380","Testing laboratories","1504"
"83432","Utah","621111","Offices of physicians (except mental health specialists)","16903"
"83441","Utah","621320","Offices of optometrists","913"
"83447","Utah","621391","Offices of podiatrists","302"
"83474","Utah","622110","General medical and surgical hospitals","36264"
"84261","Vermont","339113","Surgical appliance and supplies manufacturing","226"
"84623","Vermont","484110","General freight trucking, local","509"
"84625","Vermont","484121","General freight trucking, long-distance, truckload","276"
"84782","Vermont","519130","Internet publishing and broadcasting and web search portals","278"
"84930","Vermont","541370","Surveying and mapping (except geophysical) services","111"
"85121","Vermont","621111","Offices of physicians (except mental health specialists)","4182"
"85125","Vermont","621210","Offices of dentists","1831"
"85130","Vermont","621320","Offices of optometrists","279"
"85136","Vermont","621391","Offices of podiatrists","28"
"85163","Vermont","622110","General medical and surgical hospitals","13067"
"85758","Virginia","325211","Plastics material and resin manufacturing","809"
"85772","Virginia","325412","Pharmaceutical preparation manufacturing","1733"
"85805","Virginia","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","321"
"85862","Virginia","331110","Iron and steel mills and ferroalloy manufacturing","1330"
"85870","Virginia","331315","Aluminum sheet, plate, and foil manufacturing","448"
"85880","Virginia","331511","Iron foundries","549"
"85891","Virginia","332114","Custom roll forming","73"
"85909","Virginia","332410","Power boiler and heat exchanger manufacturing","2937"
"85930","Virginia","332811","Metal heat treating","29"
"85931","Virginia","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","224"
"85932","Virginia","332813","Electroplating, plating, polishing, anodizing, and coloring","357"
"85954","Virginia","333131","Mining machinery and equipment manufacturing","2070"
"85975","Virginia","333511","Industrial mold manufacturing","93"
"85976","Virginia","333514","Special die and tool, die set, jig, and fixture manufacturing","112"
"85978","Virginia","333517","Machine tool manufacturing","442"
"85979","Virginia","333519","Rolling mill and other metalworking machinery manufacturing","54"
"85988","Virginia","333911","Pump and pumping equipment manufacturing","405"
"86007","Virginia","334111","Electronic computer manufacturing","256"
"86009","Virginia","334118","Computer terminal and other computer peripheral equipment manufacturing","395"
"86014","Virginia","334220","Radio and television broadcasting and wireless communications equipment manufacturing","548"
"86026","Virginia","334418","Printed circuit assembly (electronic assembly) manufacturing","585"
"86030","Virginia","334510","Electromedical and electrotherapeutic apparatus manufacturing","121"
"86031","Virginia","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","5524"
"86033","Virginia","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","703"
"86036","Virginia","334516","Analytical laboratory instrument manufacturing","184"
"86038","Virginia","334519","Other measuring and controlling device manufacturing","168"
"86054","Virginia","335311","Power, distribution, and specialty transformer manufacturing","1421"
"86055","Virginia","335312","Motor and generator manufacturing","535"
"86056","Virginia","335313","Switchgear and switchboard apparatus manufacturing","535"
"86057","Virginia","335314","Relay and industrial control manufacturing","1844"
"86078","Virginia","336211","Motor vehicle body manufacturing","485"
"86092","Virginia","336350","Motor vehicle transmission and power train parts manufacturing","527"
"86098","Virginia","336390","Other motor vehicle parts manufacturing","1281"
"86103","Virginia","336413","Other aircraft parts and auxiliary equipment manufacturing","621"
"86108","Virginia","336510","Railroad rolling stock manufacturing","694"
"86141","Virginia","339112","Surgical and medical instrument manufacturing","825"
"86142","Virginia","339113","Surgical appliance and supplies manufacturing","996"
"86513","Virginia","483211","Inland water freight transportation","43"
"86518","Virginia","484110","General freight trucking, local","4900"
"86520","Virginia","484121","General freight trucking, long-distance, truckload","7854"
"86534","Virginia","485113","Bus and other motor vehicle transit systems","1883"
"86537","Virginia","485210","Interurban and rural bus transportation","239"
"86679","Virginia","517410","Satellite telecommunications","890"
"86687","Virginia","518210","Data processing, hosting, and related services","16173"
"86695","Virginia","519130","Internet publishing and broadcasting and web search portals","3269"
"86858","Virginia","541370","Surveying and mapping (except geophysical) services","1654"
"86860","Virginia","541380","Testing laboratories","1648"
"87058","Virginia","621111","Offices of physicians (except mental health specialists)","56338"
"87062","Virginia","621210","Offices of dentists","23217"
"87067","Virginia","621320","Offices of optometrists","3397"
"87073","Virginia","621391","Offices of podiatrists","907"
"87415","Washington","221115","Wind electric power generation","54"
"87717","Washington","325211","Plastics material and resin manufacturing","140"
"87730","Washington","325411","Medicinal and botanical manufacturing","275"
"87731","Washington","325412","Pharmaceutical preparation manufacturing","1310"
"87840","Washington","331511","Iron foundries","375"
"87842","Washington","331513","Steel foundries (except investment)","957"
"87845","Washington","331524","Aluminum foundries (except die-casting)","811"
"87846","Washington","331529","Other nonferrous metal foundries (except die-casting)","56"
"87870","Washington","332410","Power boiler and heat exchanger manufacturing","200"
"87872","Washington","332420","Metal tank (heavy gauge) manufacturing","255"
"87878","Washington","332510","Hardware manufacturing","337"
"87891","Washington","332811","Metal heat treating","219"
"87892","Washington","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","1220"
"87893","Washington","332813","Electroplating, plating, polishing, anodizing, and coloring","1576"
"87902","Washington","332994","Small arms, ordnance, and ordnance accessories manufacturing","242"
"87913","Washington","333131","Mining machinery and equipment manufacturing","58"
"87934","Washington","333511","Industrial mold manufacturing","712"
"87935","Washington","333514","Special die and tool, die set, jig, and fixture manufacturing","264"
"87937","Washington","333517","Machine tool manufacturing","837"
"87946","Washington","333911","Pump and pumping equipment manufacturing","244"
